1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
48100 483 260 887 4895 0 4577 1629 22 17 65 82 79 467 529 983 869 2875 550 1030
91322 702 337 885 6395 0 6192 2104 36 43 102 155 86 583 741 1608 1286 3889 875 1496
180480 724 367 898 6921 0 5742 2177 24 30 104 216 114 577 815 1664 1374 3532 1006 1756
5030 256 214 435 2859 0 1121 567 1 6 31 65 16 145 234 590 428 805 216 419
72025 570 294 860 5977 0 1349 728 6 12 41 33 47 255 386 576 610 965 153 283
40053 512 221 880 4979 0 1561 812 2 8 40 19 41 216 378 565 599 933 187 287
39874 552 246 877 5301 0 1773 869 1 12 40 34 53 237 432 647 606 1070 214 329
81874 483 220 1003 5660 0 1933 1005 10 10 54 30 111 281 357 689 733 1071 214 350
29757 556 289 781 5477 0 2204 1177 6 27 49 43 83 296 542 770 842 1367 331 395
114968 588 331 784 6053 0 2127 1324 5 31 69 58 68 337 590 978 1138 1508 281 400
27010 749 395 1012 7578 0 1790 1365 10 21 88 41 66 423 742 1040 1248 1530 226 371
162186 603 256 946 5683 0 1283 908 3 21 47 32 39 241 452 639 663 1029 178 298
114759 417 227 714 4484 0 1494 902 5 6 44 45 108 268 341 583 632 955 192 292
85664 445 274 844 5112 0 1669 1064 8 17 51 39 40 207 390 687 823 1057 206 291
7298 396 261 907 4457 0 1686 1083 8 9 62 45 49 215 379 713 663 1255 219 317
8393 460 258 711 4962 0 2088 1298 3 16 46 50 57 260 495 758 868 1368 333 375
87516 558 303 773 6095 0 2296 1441 3 25 52 67 64 316 590 1009 1032 1550 295 427
9398 756 351 776 7459 0 2162 1668 4 24 73 35 76 348 643 1138 1124 1580 236 510
7237 571 240 811 6124 0 1484 1261 8 17 43 36 65 235 469 755 795 1144 191 281
7618 463 209 783 4874 0 1731 996 12 14 49 29 120 216 410 752 622 1057 192 274
8434 453 187 764 4749 0 1547 1159 12 12 42 39 21 205 503 705 594 1208 215 298
10195 447 263 605 4364 0 2759 1308 9 15 48 38 34 204 342 746 671 1444 251 357
18968 527 273 698 5092 0 2203 1393 5 14 47 45 61 271 514 816 916 1538 299 379
20349 586 309 715 5860 0 2035 1635 2 28 58 55 75 353 483 1054 1120 1710 339 396
21154 759 322 811 7629 0 1711 1468 10 18 72 60 64 283 431 935 1112 1491 256 438
18338 445 222 648 5647 0 1405 1086 4 13 56 29 41 216 401 722 764 1119 141 273
18429 508 259 1352 5622 0 1848 1180 10 12 38 46 68 243 425 735 789 1155 225 325
17844 477 223 885 4850 0 1909 1150 5 11 67 21 42 229 475 753 789 1396 226 328
16090 463 214 767 4847 0 2158 1378 16 10 40 50 72 227 471 776 762 1415 295 333
17953 616 274 653 6018 0 2192 1658 11 19 37 44 50 285 514 868 950 1565 298 405
20858 583 350 711 6243 0 2411 1683 14 15 59 53 61 365 551 1072 1124 1789 333 441
18917 630 418 827 7631 0 2268 1878 9 16 65 42 54 326 650 1020 1161 1487 275 405
16369 538 320 864 5976 0 1971 1400 17 14 60 44 37 258 486 752 877 1343 199 272
16035 520 279 939 5188 0 2077 1422 12 9 61 52 75 227 444 782 738 1327 213 307
18736 532 250 881 5246 0 2335 1447 8 13 55 37 66 237 545 731 803 1390 260 311
15938 432 255 874 5203 0 2601 1559 12 10 60 56 45 206 524 805 810 1604 291 368
20758 580 258 697 5008 0 3104 1694 15 14 72 51 63 277 610 832 1001 1957 375 423
30941 629 315 694 6507 0 3484 2016 13 17 66 74 74 462 803 1194 1404 2508 443 579
20517 552 333 699 5287 0 1978 1240 7 9 32 46 48 270 593 722 900 1467 317 348
16975 606 263 979 6605 0 1730 1104 16 8 42 28 76 217 499 751 777 1269 206 279
19535 515 294 792 6045 0 2105 1218 10 4 28 28 44 229 472 715 716 1247 202 279
18500 395 255 916 5312 0 2035 1143 9 12 42 33 33 249 480 651 631 1284 258 327
20148 485 218 845 4908 0 2038 1352 11 12 42 30 60 245 468 666 682 1317 293 322
20961 543 263 741 5587 0 2134 1441 11 13 31 65 50 265 523 731 860 1500 258 361
26386 511 278 600 5857 0 2330 1642 7 19 53 57 65 330 542 922 968 1710 320 355
22812 614 376 777 6556 0 1703 1664 4 9 35 45 59 273 584 820 1001 1563 254 319
19687 524 292 833 5712 0 1577 1421 7 20 44 33 42 241 495 607 707 1249 199 283
20473 470 218 708 4676 0 1676 1463 7 11 45 40 48 208 341 609 667 1289 272 274
20540 433 194 675 4924 0 1801 1441 10 13 44 49 81 178 420 597 676 1387 249 303
22358 362 211 593 4412 0 1981 1719 7 8 38 39 65 250 427 733 843 1667 271 329
25086 547 284 769 5911 0 2438 2094 16 14 51 61 58 321 610 836 1076 2078 384 449
25957 520 303 649 5636 0 2403 2038 21 13 47 80 58 360 562 805 1149 1833 392 467
22406 498 283 674 4910 0 1965 1700 5 6 47 59 41 294 423 717 895 1423 352 346
20411 480 235 617 5290 0 1505 1365 3 10 26 49 41 208 447 489 742 1301 252 282
19513 418 243 675 5214 0 1683 1095 21 4 43 28 37 190 396 495 602 1177 233 259
18512 372 202 576 5002 0 1705 1204 11 10 41 39 37 158 466 595 547 1211 218 257
20040 448 158 664 5129 0 1999 1434 5 6 26 30 36 232 437 617 707 1295 307 312
21325 494 258 1181 5848 0 2629 1932 17 14 43 49 61 256 669 845 1064 1588 339 374
22476 612 307 792 6289 0 2319 1874 7 17 66 53 67 344 579 977 1206 1601 367 447
21498 652 347 775 7223 0 2007 1972 1 20 66 46 68 322 652 905 1241 1519 299 334
18231 534 230 780 6036 0 1904 1527 6 16 48 30 50 253 576 745 901 1247 282 323
18018 471 211 807 5117 0 1708 1361 14 11 40 38 60 229 479 643 788 1228 216 278
17268 434 233 797 4437 0 1994 1633 9 16 36 47 46 238 454 697 823 1253 258 320
16657 477 272 836 4866 0 2036 1635 7 11 37 49 48 233 389 619 896 1362 298 329
18624 477 239 768 5256 0 2080 1896 7 11 53 57 65 294 467 771 1083 1555 342 393
19104 527 311 644 5557 0 2103 1988 18 9 35 52 64 313 546 814 1294 1557 313 370
18670 706 316 764 7139 0 1811 2053 5 19 70 48 77 313 592 885 1114 1287 261 336
16057 617 238 766 6280 0 1775 1579 10 20 46 37 66 243 504 755 843 1284 266 277
16717 489 184 739 5037 0 2113 1540 5 9 38 36 63 234 622 740 788 1259 243 280
16787 428 247 814 5110 0 2045 1636 3 27 46 46 49 189 563 747 843 1333 277 298
19556 462 229 909 4969 0 2439 1653 11 4 51 53 54 242 595 752 832 1486 381 410
22935 513 249 720 5728 0 2658 1879 13 9 63 65 80 324 860 940 1151 1770 407 468
25801 525 269 714 5996 0 2948 2048 10 13 62 77 81 382 623 876 1343 1971 475 531
21805 568 290 728 6306 0 2055 1637 21 17 47 65 87 318 592 914 1129 1424 365 394
18660 510 226 778 5449 0 1709 1204 9 4 34 43 35 229 423 579 795 1160 234 265
19943 491 258 817 5570 0 1867 1284 3 20 32 32 56 285 478 619 772 1070 238 309
20381 388 206 745 4370 0 1978 1150 7 16 26 37 44 233 424 519 711 1111 230 264
20305 409 214 778 4656 0 2430 1278 11 4 36 41 43 228 628 644 832 1438 253 328
21685 485 243 743 5224 0 2757 1568 13 7 46 43 43 241 583 651 1097 1462 315 367
23583 504 252 567 5579 0 2556 1612 13 22 38 37 51 361 634 736 1242 2048 307 420
21561 616 311 751 6094 0 1873 1724 13 13 42 41 57 289 626 809 1144 1733 256 352
19784 420 242 622 4876 0 1773 1611 10 14 26 36 48 218 419 676 800 1850 204 271
19352 421 229 724 5181 0 1944 1548 9 11 36 39 55 218 406 611 770 1764 192 302
19921 389 200 571 4351 0 1816 1578 4 13 30 32 45 207 531 604 760 1715 249 277
21510 499 207 804 4845 0 2077 1688 11 6 42 35 52 261 370 638 796 1869 300 331
24599 477 273 660 5296 0 2156 2055 6 13 33 35 64 298 518 746 1016 2568 417 391
25559 508 280 593 6348 0 2075 2056 6 9 39 55 54 338 488 834 1136 1675 360 424
22813 605 332 1160 6483 0 1994 1918 13 12 40 49 66 331 717 874 1214 1430 420 406
21397 468 228 835 5679 0 2128 1765 9 12 36 48 42 243 407 624 941 1717 430 372
27683 487 305 969 5891 0 3160 2379 16 14 48 117 63 329 494 790 1180 2477 787 631
22068 400 232 686 4060 0 1976 1750 9 15 18 65 46 263 302 585 854 1562 525 486
17877 415 268 758 4455 0 1604 1310 13 6 30 38 42 241 313 591 881 1110 230 293
19834 572 335 837 5759 0 1917 1703 7 12 32 64 73 291 510 864 1080 1284 336 373
20772 494 284 634 5283 0 1746 1619 15 13 52 57 73 339 507 776 1192 1384 345 443
21550 663 352 769 6591 0 1603 1690 3 13 54 46 67 315 610 883 1184 1336 244 395
18921 586 258 780 6319 0 1524 1451 13 12 35 36 54 236 390 683 966 1242 232 335
20051 438 254 906 4740 0 1680 1258 9 8 34 42 61 270 473 688 820 1195 219 284
18783 471 274 807 5609 0 1712 1348 9 14 20 49 97 242 492 739 877 1191 290 334
19382 551 255 788 5448 0 1907 1390 9 20 44 42 61 242 469 742 950 1298 292 375
21361 527 284 805 5551 0 2343 1711 12 20 39 64 50 318 670 770 1193 1535 329 429
22436 587 296 735 6389 0 2069 1660 20 17 44 51 84 363 613 844 1370 1557 355 455
21258 688 338 991 6984 0 1900 1473 12 12 35 43 72 357 633 992 1397 1416 304 371
20800 480 204 931 5689 0 1712 1132 11 10 42 39 54 254 417 586 937 1227 209 326
34130 409 216 814 4816 0 1568 1100 5 9 21 29 50 227 341 530 792 1156 217 283
19349 409 177 693 4481 0 1644 1108 7 6 24 49 54 224 316 554 756 1244 221 341
20146 432 208 786 5072 0 1785 1315 13 5 47 41 49 272 429 690 870 1385 258 340
23701 558 259 761 5485 0 2005 1528 13 13 50 44 60 330 472 767 1159 1546 336 438
24468 510 250 655 5821 0 1967 1645 10 12 45 56 78 351 675 875 1269 1611 334 364
24154 609 369 684 6368 0 1529 1488 11 21 54 51 67 331 575 935 1238 1397 264 401
20102 462 241 601 5165 0 1400 1129 12 16 37 27 58 259 454 631 841 1302 233 320
21217 409 231 640 4897 0 1364 1232 13 7 22 37 62 216 509 537 757 1198 230 295
20373 387 209 611 4470 0 1576 1244 12 17 42 33 60 226 457 603 723 1306 235 284
20715 378 229 679 4324 0 1979 1509 11 8 45 39 40 239 632 692 845 1424 275 377
23299 434 312 765 5237 0 1966 1705 16 12 56 44 62 332 609 724 1038 1638 326 398
26413 560 246 711 5846 0 1857 1804 10 16 43 56 78 345 727 871 1172 1553 371 429
24178 618 326 689 6733 0 1512 1653 7 15 40 59 81 301 770 920 1181 1442 292 403
21793 495 205 741 5204 0 1325 1361 7 16 51 35 59 259 630 694 822 1278 214 257
22558 414 210 622 5093 0 1334 1466 12 7 28 26 58 205 699 715 752 1350 214 285
21643 514 234 1368 5820 0 1726 1538 14 9 45 51 81 301 701 801 1012 1468 257 338
22536 492 206 890 5554 0 1588 1549 11 14 42 40 80 246 579 721 937 1547 298 344
23033 530 301 833 5643 0 1986 1943 14 5 35 48 71 314 693 817 1140 1783 316 390
26210 592 281 669 6144 0 2026 2085 17 13 53 44 70 317 767 917 1277 1704 329 415
24812 673 328 803 6979 0 1846 2053 9 6 54 41 84 388 758 1044 1360 1379 289 354
21368 478 275 814 5248 0 1638 1747 10 12 42 41 65 318 539 779 884 1357 221 368
20080 469 233 774 5114 0 1804 1704 6 13 43 26 74 324 473 712 764 1260 257 316
20515 402 240 771 4950 0 1914 1588 6 11 57 30 46 281 496 816 880 1318 260 372
21019 482 257 788 5032 0 2007 1777 16 8 32 46 74 284 500 810 854 1465 293 367
23307 523 282 752 5671 0 2641 2180 16 19 70 51 92 407 584 822 1187 1703 367 470
24494 573 327 715 6406 0 2061 2258 11 15 88 52 85 441 653 987 1232 1714 308 455
24732 616 266 756 6536 0 1922 1854 6 13 51 39 68 355 664 1112 1179 1486 291 383
18025 518 280 731 5446 0 1720 1439 13 11 32 19 37 258 510 747 881 1273 191 318
17431 468 261 947 5737 0 1849 1415 11 11 42 42 60 291 435 771 797 1202 199 309
21329 451 222 805 5141 0 1988 1345 15 15 47 37 85 301 453 809 852 1363 278 330
20972 432 270 745 4926 0 2256 1400 13 12 42 32 80 323 536 821 842 1409 279 345
23507 568 236 712 5543 0 2370 1675 17 10 39 48 94 311 553 971 1037 1710 297 420
26583 534 346 703 6190 0 2633 1946 11 23 42 43 65 356 660 1045 1360 1846 346 440
28049 651 296 698 7086 0 2237 1922 4 24 59 39 76 403 681 1054 1343 1604 270 359
23215 450 264 881 5320 0 1743 1366 9 16 56 25 69 261 498 767 921 1306 233 323
22167 394 209 784 4793 0 1830 1327 7 16 42 24 58 239 507 743 821 1200 184 333
20883 504 225 698 5179 0 2159 1576 12 21 38 41 69 293 454 678 849 1271 252 346
20174 501 244 638 5029 0 2075 1672 6 26 36 27 61 253 420 698 840 1443 257 345
23433 463 261 739 5240 0 2542 1996 11 17 60 36 61 304 632 968 1128 1727 311 450
29712 508 297 684 5828 0 2294 2052 12 12 64 53 59 382 704 1018 1285 1828 324 451
26498 624 325 706 6664 0 1921 2070 5 9 78 31 69 388 665 1114 1321 1682 239 435
21019 459 244 664 5038 0 1523 1457 6 8 44 24 69 248 432 743 888 1284 197 314
20596 423 224 736 4503 0 1588 1494 18 9 43 30 56 245 451 695 815 1247 182 296
21445 412 223 632 4552 0 1632 1459 13 14 56 35 62 271 398 676 766 1339 204 326
52074 470 265 628 4898 0 1761 1726 7 11 69 44 63 297 439 763 900 1609 241 329
27713 529 298 684 6145 0 2607 2229 19 19 104 65 93 403 632 1005 1298 1970 310 464
25241 587 326 1074 6597 0 2571 2271 21 18 101 72 84 473 747 1221 1438 2747 358 530
23246 514 347 752 5590 0 1867 1706 20 22 93 68 83 375 579 1158 1246 2438 319 444
21201 621 347 887 6363 0 1730 1762 4 13 102 55 88 344 631 1113 1151 2433 232 422
20785 489 215 729 5633 0 1483 1310 16 16 90 40 60 309 478 877 864 2045 146 364
18168 602 253 834 5458 0 1647 1363 5 26 94 38 62 333 482 927 786 2132 177 344
17661 494 251 747 5328 0 1855 1276 9 23 105 32 50 257 431 805 739 2321 238 361
20327 534 272 707 5343 0 2238 1640 14 14 124 49 63 295 544 1137 1000 2405 315 454
23402 566 360 752 6445 0 2614 2154 15 28 163 45 79 430 623 1410 1305 2407 336 444
56638 716 353 826 7259 0 2279 2160 16 18 160 59 89 482 644 1513 1376 2211 287 477
31539 599 300 810 5376 0 1765 1394 10 13 156 35 69 327 484 1007 786 1460 196 313
27514 419 290 805 4908 0 1716 1275 29 24 110 33 82 298 399 801 709 1534 183 367
26301 408 245 831 4749 0 1918 1447 12 25 133 26 59 309 479 909 755 1514 170 332
25006 517 244 905 5107 0 2102 1469 21 23 129 31 57 339 434 878 854 1751 275 385
35618 532 257 803 5310 0 2519 1887 20 13 153 52 65 445 556 1184 1213 2005 321 481
41751 546 332 724 6628 0 2926 2535 11 21 171 63 118 549 902 1509 1386 2644 423 587
29774 685 376 736 7940 0 2484 2191 23 24 235 47 85 492 792 1545 1254 2552 319 497
27061 538 249 709 4876 0 2026 1798 14 8 169 21 64 331 563 1025 874 1937 230 348
26815 441 257 829 5228 0 2078 1624 16 15 128 38 80 257 565 927 748 1855 196 340
24796 449 237 721 4896 0 2128 1708 14 19 142 32 79 286 556 879 751 1842 225 350
24483 441 249 763 4481 0 2396 1819 23 22 167 27 78 320 541 944 772 2101 241 442
26332 510 248 766 5412 0 2826 2795 19 30 190 56 73 365 671 1154 976 2477 329 456
30267 491 288 763 5941 0 3390 2551 30 49 230 58 89 484 883 1480 1331 2588 405 520
30226 774 350 765 7263 0 3479 3272 31 22 248 52 87 506 925 1544 1345 2233 354 535
25083 509 221 719 5557 0 2683 2063 21 27 193 54 81 322 641 1138 781 1545 192 376
24115 425 204 804 4537 0 3291 2117 22 16 215 30 85 300 557 989 750 1517 213 354
24588 426 206 764 4780 0 2932 2231 18 17 143 38 98 342 525 863 737 1758 224 401
21381 448 196 633 4584 0 2940 2212 24 21 168 39 52 287 427 949 770 1682 244 345
27273 486 242 675 5189 0 3570 2775 19 30 164 66 107 402 580 1230 2712 2114 314 434
28158 579 294 752 6296 0 3559 3091 23 47 244 49 119 456 773 1642 1206 2573 375 532
30169 690 365 784 8018 0 2539 2496 27 33 268 43 88 486 942 1517 1154 2415 329 551
23430 539 244 1180 5833 0 1930 1688 19 22 166 41 54 290 722 1130 830 1842 257 353
23762 516 227 929 5257 0 2067 1627 19 23 129 46 59 307 611 996 767 1798 220 390
20904 442 224 817 4940 0 2221 1843 15 34 171 42 86 303 705 1084 830 2020 247 424
21892 447 213 794 4429 0 2163 1704 21 25 176 35 75 311 628 949 859 1938 307 389
28420 486 319 812 5592 0 2643 2196 24 21 235 60 84 430 738 1345 1052 2455 371 482
27887 531 296 737 5616 0 3121 2893 31 44 262 60 121 487 949 1844 1275 2753 432 571
26664 669 354 847 7057 0 2988 2660 33 24 282 57 96 537 931 1818 1305 2924 371 570
22490 478 274 745 5305 0 2473 1945 26 20 189 51 52 361 618 1199 876 2234 259 447
21091 500 261 674 5151 0 2352 1701 24 24 173 36 46 348 526 1000 780 2184 278 385
20459 456 250 737 4877 0 2807 1911 17 20 187 54 49 341 647 929 839 2337 262 458
22318 457 236 780 5022 0 3001 1837 24 18 179 54 79 390 715 1106 796 2577 345 500
22034 533 228 901 5236 0 3624 2441 22 12 257 90 88 496 685 1242 1064 2912 436 536
24008 507 261 707 6213 0 3359 2392 44 44 301 90 91 512 804 1748 1302 3259 486 622
53952 684 310 832 7857 0 2791 2402 30 36 288 57 87 672 862 1676 1342 2633 335 620
34135 441 239 679 4837 0 2328 1722 26 25 237 36 96 392 700 1168 800 1926 244 449
32469 402 201 700 4805 0 2221 1495 20 16 204 44 67 393 536 1062 693 1958 302 426
40287 499 237 820 5059 0 2539 1791 17 16 197 42 69 434 561 1038 669 2031 306 454
41711 455 174 734 4547 0 2825 1918 19 16 151 46 53 403 594 990 786 2285 405 489
41543 486 211 720 5285 1 3265 2327 51 38 218 52 77 507 632 1107 1010 2663 487 591
49054 639 312 737 6228 0 3248 2569 40 34 324 54 81 580 764 1489 1249 3042 560 668
35113 681 324 642 7366 0 3307 2869 49 37 338 57 98 495 805 1581 1275 3034 419 577
26869 496 201 723 5599 0 2777 1947 42 26 209 40 71 330 625 1075 723 2315 323 446
26006 436 203 664 4450 0 2935 1961 22 13 171 39 60 345 582 988 706 2314 349 409
25457 447 216 636 4426 0 4067 2527 18 24 212 48 84 355 600 1142 647 2355 371 459
21475 418 179 592 4499 0 4993 2669 32 16 241 57 65 382 663 1038 706 2697 483 561
28631 671 313 941 6844 0 5279 3597 48 21 300 52 113 562 894 1665 1262 3426 779 834
28852 755 436 796 7902 0 5663 3551 21 32 392 75 123 679 1008 2057 1568 4191 716 887
26365 743 406 756 7949 0 3727 2962 21 39 351 48 106 622 885 1825 1345 3253 583 628
21517 406 195 698 4604 0 2399 1483 11 23 152 31 76 315 700 1233 617 2676 380 477
20085 365 171 616 3719 0 2434 1479 12 13 159 30 53 290 613 1080 585 2550 551 524
21815 355 176 410 3584 0 2411 1683 19 18 195 34 48 365 558 1016 676 2440 361 522
73974 525 262 1385 5387 0 2894 2071 17 27 211 57 88 493 808 1288 976 3123 308 584
70298 596 237 1150 6230 0 3448 2911 26 32 390 55 83 601 807 1578 1339 3898 348 721
84655 686 297 994 6867 0 3901 3547 37 48 456 83 109 745 1217 2104 1644 4452 445 871
69459 808 369 1112 8113 0 3581 3198 30 48 538 77 134 744 1139 2122 1556 4770 346 950
57998 607 259 738 5693 0 2810 2456 28 26 432 55 76 431 838 1551 1035 4129 281 704
51285 531 215 1160 5802 0 3083 2446 37 30 397 55 79 442 819 1660 1055 4180 300 708
63528 496 246 873 5109 0 3115 2223 36 36 406 57 98 515 1075 1524 1042 3698 264 683
46819 471 199 978 5244 0 3072 2375 27 24 368 60 76 421 783 1523 928 4067 373 722
25713 540 280 928 5945 0 4075 2985 45 41 549 90 66 593 1007 1705 1305 4966 482 943
28783 639 309 754 6143 0 4202 3202 30 72 548 87 114 654 1277 2341 1654 4463 547 1142
28622 783 368 864 8042 0 3520 3150 20 45 393 90 103 733 1282 2278 1459 4741 470 967
24480 608 223 729 6075 0 3062 2223 46 36 296 77 82 559 1151 1758 963 3144 342 853
22662 499 224 892 5221 0 3135 2005 75 29 249 76 63 528 979 1691 885 2972 365 849
27132 505 247 726 5025 0 3429 2283 79 50 381 109 90 574 1061 1991 849 3297 415 984
45618 461 232 819 4517 1 3878 2471 72 29 346 102 77 629 1343 2261 929 3819 472 1106
34732 517 214 705 5363 0 4439 2770 103 51 442 130 117 799 1396 2507 1140 4543 628 1464
38018 620 313 1013 6906 0 5032 3241 139 62 539 152 134 882 1777 3427 1463 5726 766 1949
36729 698 306 852 7876 0 4502 3402 103 65 632 185 127 823 1684 3571 1438 5234 689 1870
37836 528 252 813 6207 0 4745 3076 117 58 549 147 132 744 1660 3320 1077 5120 760 1828
40005 492 217 1020 5711 0 5290 3161 160 65 492 252 104 815 2231 3818 1128 5984 896 2407
50219 528 302 853 5908 0 5882 3297 182 39 486 372 108 807 1925 3881 1318 6496 1003 3078
13526 166 90 313 1470 0 1090 677 38 13 60 68 20 158 360 904 279 1009 226 705
28509 394 212 713 4090 0 1582 1519 25 18 164 63 60 375 410 879 817 2222 492 601
32772 505 223 828 5182 0 1990 2215 23 20 240 59 89 480 705 1179 1138 3076 627 758
31769 709 308 777 7349 0 1634 2037 28 31 295 55 75 546 633 1290 1218 2892 583 737
27666 609 213 944 6009 0 1575 1618 24 40 207 47 69 414 605 1026 868 2705 520 593
26197 460 207 759 4670 0 1500 1657 18 24 191 60 62 377 564 925 748 2687 509 546
28453 443 208 743 5044 0 1787 2001 20 37 186 53 68 398 572 982 792 3046 616 641
27254 458 230 754 4446 0 1831 2008 23 40 194 49 67 434 559 1158 813 3596 773 796
28265 479 219 744 5621 0 2496 2616 28 41 293 66 101 506 617 1257 1099 4878 1113 1083
32445 661 292 1226 6591 0 2672 3583 23 32 328 112 109 666 885 1808 1448 6090 1255 1327
29921 767 349 1029 8348 0 2907 3266 21 42 336 89 108 653 958 1724 1501 6237 1226 1308
25970 547 248 1021 5928 0 2065 2197 22 39 234 61 43 368 544 1125 913 4831 912 963
24533 487 257 894 4480 0 2269 2063 15 25 188 63 63 417 455 1021 785 4692 820 872
26902 494 226 950 5258 0 2990 2582 9 27 242 67 76 455 695 1171 900 7163 1124 1086
25925 418 222 969 4420 0 2586 2663 20 26 232 63 78 406 531 1097 923 7168 1208 1157
26880 531 241 876 5549 0 3196 3443 18 36 281 80 71 532 637 1146 1134 9193 1693 1529
30043 644 314 769 6704 0 3790 3999 16 42 362 109 80 614 831 1569 1468 11056 2354 1926
27875 834 349 828 8417 0 3191 4197 25 51 399 89 94 598 926 1622 1474 8161 1978 1645
22748 502 271 802 5126 0 2625 2809 23 38 278 56 62 415 772 1126 909 6159 1367 1187
23677 474 203 793 5010 0 2714 2803 33 23 266 65 65 380 773 1050 836 6313 1408 1190
22591 533 221 822 5282 1 2743 2827 11 28 278 84 76 365 674 1053 783 6715 1544 1295
25217 450 246 672 4934 0 3034 3147 24 36 259 84 62 438 592 1069 759 7253 1843 1434
24217 571 221 902 5041 0 3728 3755 36 26 399 115 73 518 641 1387 1045 10180 2532 1961
28318 601 338 869 6282 0 3912 4557 34 40 445 102 96 687 1004 1736 1468 12417 3286 2636
29170 715 381 805 8085 0 3372 4592 29 43 372 85 84 632 835 1650 1397 10976 2967 2374
27183 544 282 807 5707 0 2874 3262 25 37 277 74 76 464 728 1180 898 7947 2027 1583
49450 467 231 951 4954 0 2941 2938 26 28 285 80 85 477 716 1121 915 8188 2137 1743
29541 498 250 746 4768 0 3534 3660 28 36 309 111 71 519 809 1299 891 9117 2437 1948
29613 477 214 913 5100 0 3435 3484 35 22 361 118 90 653 683 1421 999 9161 2482 2061
34314 495 251 814 5700 0 3910 3937 56 49 325 191 140 728 778 1729 1402 9624 2603 2559
36516 649 297 824 7065 0 4925 4704 62 69 428 214 138 1013 1092 2426 1984 12425 3426 3237
36890 657 345 713 6971 0 4945 4346 61 43 438 235 111 1025 1080 2386 1998 11213 3354 3132
33958 352 217 624 3658 0 3171 2605 48 25 222 200 85 650 708 1700 1489 5711 2050 1904
4380 25 11 29 222 0 105 85 0 1 8 2 2 18 6 68 54 130 64 42
23989 544 296 975 5144 0 1202 907 4 18 101 50 61 322 520 796 978 1428 263 410
